player_id,seasons_played,total_gp,total_w,total_l,career_w_pct,total_min,total_fgm,total_fga,career_fg_pct,total_fg3m,total_fg3a,career_fg3_pct,total_ftm,total_fta,career_ft_pct,total_oreb,total_dreb,total_reb,total_ast,total_tov,total_stl,total_blk,total_blka,total_pf,total_pfd,total_pts,total_plus_minus,total_nba_fantasy_pts,total_dd2,total_td3,career_ppg,career_rpg,career_apg,career_spg,career_bpg,career_topg,first_season,last_season
339,9,449,231,218,0.5144766,12562.349,2003.0,4449.0,0.45021352,44.0,177.0,0.24858756,1088.0,1352.0,0.80473375,846.0,1972.0,2818.0,1041.0,835.0,502.0,248.0,297.0,1048.0,42.0,5138.0,-139.0,11496.101,81.0,0.0,11.443207,6.2761693,2.3184855,1.1180401,0.55233854,1.8596882,21996,22004
341,3,116,32,84,0.27586207,1156.6434,80.0,211.0,0.37914693,3.0,17.0,0.1764706,19.0,31.0,0.61290324,68.0,171.0,239.0,50.0,36.0,34.0,18.0,4.0,203.0,2.0,182.0,-138.0,663.8,0.0,0.0,1.5689656,2.060345,0.43103448,0.29310346,0.15517241,0.31034482,21996,21998
344,7,316,130,186,0.4113924,6373.7,1014.0,2275.0,0.4457143,334.0,831.0,0.40192538,380.0,445.0,0.85393256,69.0,487.0,556.0,895.0,393.0,236.0,25.0,73.0,404.0,16.0,2742.0,-279.0,5141.6997,3.0,0.0,8.677216,1.7594937,2.8322785,0.7468355,0.07911392,1.243671,21996,22003
345,6,434,270,164,0.62211984,9308.979,1158.0,2620.0,0.44198474,453.0,1128.0,0.40159574,714.0,878.0,0.81321186,141.0,899.0,1040.0,1389.0,595.0,312.0,74.0,107.0,560.0,13.0,3483.0,1404.0,7377.5,10.0,0.0,8.025346,2.3963134,3.200461,0.718894,0.17050691,1.3709677,21996,22001
348,5,150,70,80,0.46666667,1730.0801,198.0,458.0,0.4323144,36.0,107.0,0.3364486,84.0,128.0,0.65625,68.0,136.0,204.0,107.0,93.0,58.0,11.0,46.0,186.0,0.0,516.0,29.0,1035.3,0.0,0.0,3.44,1.36,0.7133333,0.38666666,0.07333333,0.62,21996,22003
349,8,583,320,263,0.54888505,16021.971,1607.0,3820.0,0.42068064,413.0,1177.0,0.3508921,698.0,893.0,0.7816349,417.0,1640.0,2057.0,4444.0,1251.0,522.0,39.0,240.0,894.0,13.0,4325.0,399.0,13891.4,80.0,8.0,7.4185247,3.528302,7.6226416,0.89536875,0.066895366,2.1457975,21996,22003
351,1,11,2,9,0.18181819,102.511665,11.0,22.0,0.5,0.0,0.0,,2.0,7.0,0.2857143,11.0,16.0,27.0,1.0,6.0,2.0,1.0,3.0,14.0,0.0,24.0,-38.0,60.9,0.0,0.0,2.1818182,2.4545455,0.09090909,0.18181819,0.09090909,0.54545456,21996,21996
353,12,824,431,393,0.52305824,19870.252,2644.0,6466.0,0.40890813,915.0,2745.0,0.33333334,1457.0,1673.0,0.8708906,653.0,1613.0,2266.0,3386.0,1549.0,1126.0,98.0,303.0,1391.0,230.0,7660.0,551.0,17581.201,43.0,0.0,9.296117,2.75,4.1092234,1.3665049,0.11893204,1.8798543,21996,22007
355,2,73,35,38,0.47945204,1286.31,100.0,240.0,0.41666666,7.0,26.0,0.26923078,98.0,127.0,0.77165353,46.0,120.0,166.0,128.0,81.0,36.0,11.0,23.0,162.0,3.0,305.0,-39.0,756.19995,0.0,0.0,4.178082,2.2739725,1.7534246,0.49315068,0.15068494,1.1095891,21996,21997
356,3,171,125,46,0.73099416,2049.442,271.0,655.0,0.41374046,66.0,231.0,0.2857143,123.0,161.0,0.76397514,126.0,271.0,397.0,90.0,99.0,70.0,52.0,35.0,236.0,0.0,731.0,-86.0,1609.3999,1.0,0.0,4.2748537,2.3216374,0.5263158,0.4093567,0.30409357,0.57894737,21996,21998
358,11,463,249,214,0.537797,14785.888,2278.0,5282.0,0.43127602,277.0,872.0,0.31766054,1145.0,1458.0,0.78532237,515.0,1502.0,2017.0,1848.0,1007.0,640.0,194.0,290.0,1038.0,31.0,5978.0,389.0,12665.399,30.0,3.0,12.911448,4.3563714,3.9913607,1.3822894,0.41900647,2.174946,21996,22007
359,6,302,158,144,0.5231788,4680.692,613.0,1349.0,0.45441067,20.0,67.0,0.29850745,209.0,304.0,0.6875,187.0,571.0,758.0,223.0,166.0,79.0,83.0,46.0,469.0,11.0,1455.0,-83.0,3019.1003,0.0,0.0,4.8178806,2.5099337,0.7384106,0.2615894,0.27483442,0.54966885,21996,22001
361,11,817,476,341,0.5826193,25811.082,3897.0,9098.0,0.4283359,882.0,2457.0,0.35897437,1734.0,2470.0,0.7020243,874.0,2401.0,3275.0,2005.0,1392.0,805.0,730.0,436.0,2374.0,170.0,10410.0,713.0,20560.502,16.0,0.0,12.741738,4.008568,2.4541004,0.9853121,0.89351285,1.7037944,21996,22006
363,9,562,300,262,0.5338078,15233.559,2245.0,4634.0,0.48446268,60.0,209.0,0.28708133,1387.0,1676.0,0.8275656,942.0,2403.0,3345.0,1263.0,986.0,553.0,348.0,261.0,1636.0,23.0,5937.0,537.0,13562.501,74.0,0.0,10.564057,5.951957,2.247331,0.9839858,0.6192171,1.7544484,21996,22004
364,4,224,130,94,0.58035713,6239.768,1029.0,2484.0,0.4142512,324.0,899.0,0.36040044,405.0,505.0,0.8019802,77.0,461.0,538.0,556.0,304.0,179.0,31.0,70.0,326.0,22.0,2787.0,349.0,4592.5996,0.0,0.0,12.441964,2.4017856,2.482143,0.79910713,0.13839285,1.3571428,21996,21999
365,6,259,153,106,0.5907336,5410.3984,476.0,1124.0,0.42348754,38.0,131.0,0.29007635,232.0,314.0,0.7388535,298.0,633.0,931.0,390.0,262.0,234.0,94.0,71.0,628.0,13.0,1222.0,40.0,3646.1997,4.0,0.0,4.718147,3.5945945,1.5057915,0.9034749,0.36293435,1.011583,21996,22001
368,2,31,11,20,0.3548387,181.31667,17.0,52.0,0.32692307,1.0,2.0,0.5,10.0,12.0,0.8333333,16.0,25.0,41.0,12.0,17.0,1.0,12.0,2.0,39.0,0.0,45.0,-10.0,134.2,0.0,0.0,1.451613,1.3225807,0.38709676,0.032258064,0.38709676,0.5483871,21996,21998
369,9,558,300,258,0.53763443,13261.108,1309.0,3191.0,0.41021624,605.0,1645.0,0.36778116,464.0,595.0,0.77983195,212.0,1328.0,1540.0,2403.0,951.0,720.0,122.0,100.0,1171.0,44.0,3687.0,761.0,10714.5,14.0,0.0,6.607527,2.7598567,4.306452,1.2903225,0.21863799,1.7043011,21996,22004
371,5,226,131,95,0.579646,4764.205,621.0,1438.0,0.43184978,300.0,759.0,0.3952569,109.0,139.0,0.78417265,159.0,785.0,944.0,228.0,189.0,96.0,61.0,36.0,555.0,16.0,1651.0,461.0,3407.8,5.0,0.0,7.30531,4.176991,1.0088495,0.42477876,0.2699115,0.8362832,21996,22000
375,6,334,191,143,0.57185626,10206.047,1943.0,4515.0,0.4303433,372.0,1075.0,0.3460465,832.0,1035.0,0.8038647,369.0,924.0,1293.0,875.0,774.0,196.0,62.0,235.0,735.0,23.0,5090.0,228.0,7954.1006,8.0,0.0,15.239521,3.8712575,2.6197605,0.5868263,0.18562874,2.3173652,21996,22001
376,6,326,150,176,0.4601227,4727.4453,389.0,899.0,0.43270302,0.0,2.0,0.0,72.0,208.0,0.34615386,400.0,841.0,1241.0,128.0,210.0,74.0,185.0,73.0,790.0,8.0,850.0,-731.0,3098.2,5.0,0.0,2.607362,3.8067484,0.39263803,0.22699386,0.5674847,0.6441718,21996,22001
378,1,62,45,17,0.7258065,850.74,87.0,248.0,0.35080644,27.0,95.0,0.28421053,13.0,26.0,0.5,39.0,71.0,110.0,68.0,45.0,36.0,4.0,19.0,71.0,0.0,214.0,94.0,523.0,0.0,0.0,3.451613,1.7741935,1.0967742,0.58064514,0.06451613,0.7258065,21996,21996
380,3,82,47,35,0.5731707,1448.0801,154.0,384.0,0.40104166,32.0,105.0,0.30476192,42.0,65.0,0.64615387,44.0,60.0,104.0,170.0,91.0,60.0,21.0,15.0,129.0,0.0,382.0,-32.0,913.8,0.0,0.0,4.6585364,1.2682927,2.0731707,0.73170733,0.25609756,1.1097561,21996,22000
381,4,176,54,122,0.3068182,3100.575,462.0,1179.0,0.3918575,199.0,571.0,0.3485114,183.0,262.0,0.6984733,79.0,214.0,293.0,317.0,214.0,93.0,27.0,60.0,291.0,2.0,1306.0,-393.0,2279.1,0.0,0.0,7.4204545,1.6647727,1.8011364,0.52840906,0.1534091,1.2159091,21996,22000
383,9,537,228,309,0.424581,15968.156,2496.0,6026.0,0.4142051,163.0,580.0,0.28103447,1295.0,1754.0,0.7383124,622.0,1585.0,2207.0,1318.0,805.0,831.0,227.0,467.0,1390.0,20.0,6450.0,-816.0,13444.4,14.0,1.0,12.011173,4.1098695,2.4543762,1.5474861,0.42271882,1.4990689,21996,22004
384,10,612,276,336,0.4509804,15426.536,2101.0,4497.0,0.46720037,55.0,224.0,0.24553572,442.0,700.0,0.6314286,472.0,1388.0,1860.0,941.0,606.0,449.0,149.0,227.0,1506.0,32.0,4699.0,-365.0,9530.5,4.0,0.0,7.6781044,3.0392158,1.5375817,0.7336601,0.24346405,0.99019605,21996,22005
386,6,309,132,177,0.42718446,4993.6216,695.0,1566.0,0.44380587,88.0,255.0,0.34509805,248.0,315.0,0.7873016,74.0,303.0,377.0,749.0,378.0,273.0,7.0,80.0,353.0,12.0,1726.0,-381.0,3763.9,1.0,0.0,5.5857606,1.2200648,2.4239483,0.88349515,0.022653721,1.2233009,21996,22001
389,10,609,345,264,0.56650245,15716.361,2446.0,5645.0,0.4333038,550.0,1651.0,0.33313143,1216.0,1696.0,0.7169811,648.0,1847.0,2495.0,2206.0,1098.0,570.0,213.0,229.0,1030.0,74.0,6658.0,1199.0,14212.0,42.0,3.0,10.932676,4.09688,3.6223316,0.9359606,0.3497537,1.8029556,21996,22005
390,1,56,35,21,0.625,1789.17,248.0,570.0,0.4350877,85.0,236.0,0.3601695,121.0,151.0,0.8013245,29.0,107.0,136.0,102.0,116.0,54.0,9.0,33.0,160.0,2.0,702.0,56.0,1091.2,0.0,0.0,12.535714,2.4285715,1.8214285,0.96428573,0.16071428,2.0714285,21996,21996
393,9,525,233,292,0.4438095,15860.458,2360.0,5417.0,0.4356655,62.0,280.0,0.22142857,1558.0,2119.0,0.7352525,478.0,1382.0,1860.0,3745.0,1308.0,658.0,97.0,293.0,922.0,9.0,6340.0,-268.0,15146.501,125.0,4.0,12.076191,3.5428572,7.133333,1.2533333,0.18476191,2.4914286,21996,22004
397,9,669,396,273,0.59192824,23116.082,3614.0,8076.0,0.44749877,1357.0,3454.0,0.39287782,2621.0,2904.0,0.9025482,292.0,1620.0,1912.0,1821.0,963.0,621.0,115.0,213.0,1146.0,68.0,11206.0,2020.0,17476.898,4.0,0.0,16.750374,2.857997,2.7219732,0.92825115,0.17189835,1.4394618,21996,22004
399,8,485,240,245,0.49484536,6687.3623,716.0,1685.0,0.4249258,1.0,7.0,0.14285715,445.0,613.0,0.725938,417.0,924.0,1341.0,343.0,342.0,144.0,261.0,114.0,995.0,16.0,1878.0,-384.0,4874.6997,5.0,0.0,3.872165,2.7649484,0.7072165,0.29690722,0.53814435,0.70515466,21996,22003
400,5,232,127,105,0.54741377,4985.32,664.0,1549.0,0.42866364,1.0,24.0,0.041666668,503.0,647.0,0.7774343,437.0,822.0,1259.0,152.0,247.0,113.0,54.0,154.0,427.0,3.0,1832.0,63.0,3824.8003,23.0,0.0,7.8965516,5.426724,0.6551724,0.48706895,0.23275863,1.0646552,21996,22000
404,1,26,10,16,0.3846154,383.45667,45.0,103.0,0.4368932,3.0,4.0,0.75,11.0,16.0,0.6875,23.0,37.0,60.0,16.0,33.0,9.0,11.0,5.0,63.0,0.0,104.0,-145.0,227.0,0.0,0.0,4.0,2.3076923,0.61538464,0.34615386,0.42307693,1.2692307,21996,21996
406,15,912,634,278,0.6951754,30754.412,8122.0,13935.0,0.58284897,0.0,11.0,0.0,4333.0,8316.0,0.5210438,2973.0,6435.0,9408.0,2310.0,2422.0,496.0,1908.0,548.0,3093.0,1732.0,20577.0,4896.0,40121.605,501.0,1.0,22.5625,10.315789,2.5328948,0.54385966,2.0921052,2.6557016,21996,22010
412,2,67,25,42,0.37313432,1054.9482,168.0,417.0,0.4028777,0.0,1.0,0.0,70.0,137.0,0.5109489,80.0,115.0,195.0,32.0,95.0,15.0,50.0,39.0,153.0,0.0,406.0,-194.0,788.0,2.0,0.0,6.0597014,2.9104478,0.47761193,0.2238806,0.74626863,1.4179105,21996,21997
416,3,40,26,14,0.65,441.465,48.0,144.0,0.33333334,16.0,56.0,0.2857143,67.0,84.0,0.79761904,18.0,38.0,56.0,12.0,29.0,10.0,5.0,16.0,64.0,0.0,179.0,-58.0,280.2,0.0,0.0,4.475,1.4,0.3,0.25,0.125,0.725,21996,21998
417,6,435,242,193,0.55632186,8566.597,1237.0,2817.0,0.43911964,57.0,207.0,0.2753623,752.0,948.0,0.79324895,359.0,877.0,1236.0,497.0,299.0,215.0,86.0,126.0,855.0,14.0,3283.0,-295.0,6115.7,6.0,0.0,7.5471263,2.8413794,1.1425288,0.49425286,0.19770116,0.6873563,21996,22001
418,2,81,52,29,0.6419753,558.3833,47.0,105.0,0.44761905,10.0,23.0,0.4347826,32.0,35.0,0.9142857,12.0,36.0,48.0,78.0,29.0,39.0,3.0,2.0,60.0,0.0,136.0,-9.0,407.6,0.0,0.0,1.6790123,0.5925926,0.962963,0.4814815,0.037037037,0.3580247,21996,21997
420,3,136,53,83,0.3897059,4793.8833,639.0,1403.0,0.4554526,0.0,10.0,0.0,351.0,561.0,0.62566847,832.0,964.0,1796.0,151.0,223.0,93.0,145.0,127.0,520.0,3.0,1629.0,-202.0,4501.7,73.0,0.0,11.9779415,13.205882,1.1102941,0.6838235,1.0661764,1.6397059,21996,21998
422,8,500,287,213,0.574,13099.348,1752.0,3748.0,0.4674493,11.0,76.0,0.14473684,670.0,954.0,0.7023061,165.0,626.0,791.0,2662.0,779.0,421.0,79.0,257.0,785.0,9.0,4185.0,349.0,9848.2,43.0,0.0,8.37,1.582,5.324,0.842,0.158,1.558,21996,22003
423,6,365,145,220,0.39726028,7710.677,1517.0,3261.0,0.46519473,50.0,188.0,0.26595744,936.0,1405.0,0.6661922,628.0,1354.0,1982.0,270.0,627.0,274.0,131.0,225.0,948.0,64.0,4020.0,-429.0,7391.4004,42.0,0.0,11.013699,5.430137,0.739726,0.7506849,0.35890412,1.7178082,21996,22001
426,3,130,60,70,0.46153846,2512.3767,188.0,373.0,0.50402147,0.0,1.0,0.0,106.0,179.0,0.59217876,283.0,389.0,672.0,47.0,77.0,53.0,28.0,44.0,306.0,5.0,482.0,-138.0,1524.9,5.0,0.0,3.7076924,5.169231,0.36153847,0.4076923,0.21538462,0.5923077,21997,22000
428,5,268,106,162,0.3955224,6252.533,824.0,1737.0,0.47438112,65.0,227.0,0.2863436,395.0,573.0,0.6893543,159.0,330.0,489.0,1048.0,427.0,213.0,24.0,108.0,520.0,5.0,2108.0,-385.0,4550.8003,9.0,0.0,7.8656716,1.8246269,3.9104478,0.79477614,0.08955224,1.5932835,21996,22000
431,7,507,283,224,0.5581854,13434.571,2359.0,5256.0,0.44882038,21.0,65.0,0.32307693,1976.0,2606.0,0.7582502,1156.0,2507.0,3663.0,763.0,1251.0,535.0,401.0,578.0,1767.0,29.0,6715.0,467.0,13812.1,151.0,0.0,13.2445755,7.224852,1.504931,1.0552268,0.790927,2.4674556,21996,22002
432,4,238,54,184,0.22689076,3385.9531,344.0,823.0,0.417983,111.0,293.0,0.37883958,74.0,106.0,0.6981132,219.0,491.0,710.0,208.0,138.0,116.0,76.0,19.0,335.0,6.0,873.0,-575.0,2474.9998,1.0,0.0,3.6680672,2.9831932,0.8739496,0.48739496,0.31932774,0.57983196,21996,21999
433,2,115,75,40,0.65217394,2240.5117,250.0,475.0,0.5263158,0.0,1.0,0.0,167.0,250.0,0.668,244.0,336.0,580.0,74.0,117.0,57.0,53.0,35.0,297.0,4.0,667.0,155.0,1687.0,5.0,0.0,5.8,5.0434785,0.6434783,0.49565217,0.46086955,1.0173913,21996,21997
434,2,31,10,21,0.32258064,324.86502,39.0,108.0,0.3611111,6.0,32.0,0.1875,16.0,28.0,0.5714286,4.0,17.0,21.0,30.0,21.0,10.0,2.0,10.0,50.0,0.0,100.0,-21.0,185.2,0.0,0.0,3.2258065,0.67741936,0.9677419,0.32258064,0.06451613,0.67741936,21996,21997
435,6,193,72,121,0.373057,3596.3184,530.0,974.0,0.54414785,27.0,89.0,0.30337077,241.0,414.0,0.5821256,315.0,509.0,824.0,110.0,152.0,81.0,135.0,62.0,304.0,11.0,1328.0,-468.0,2977.8,11.0,0.0,6.880829,4.26943,0.5699482,0.41968912,0.69948184,0.78756475,21996,22001
436,17,1062,519,543,0.48870057,31017.988,5356.0,11520.0,0.46493056,2.0,30.0,0.06666667,2554.0,3296.0,0.7748786,1977.0,4247.0,6224.0,2138.0,2000.0,700.0,258.0,835.0,2988.0,491.0,13268.0,-1773.0,24817.799,151.0,0.0,12.493408,5.8606405,2.0131826,0.65913373,0.24293785,1.8832392,21996,22012
438,1,6,0,6,0.0,30.756666,3.0,7.0,0.42857143,0.0,0.0,,3.0,3.0,1.0,3.0,3.0,6.0,0.0,2.0,2.0,1.0,1.0,10.0,0.0,9.0,-11.0,23.2,0.0,0.0,1.5,1.0,0.0,0.33333334,0.16666667,0.33333334,21996,21996
440,4,143,62,81,0.43356642,2087.6833,288.0,595.0,0.4840336,0.0,1.0,0.0,68.0,145.0,0.46896553,185.0,321.0,506.0,99.0,150.0,39.0,88.0,37.0,336.0,1.0,644.0,-238.0,1630.7,2.0,0.0,4.5034966,3.5384614,0.6923077,0.27272728,0.61538464,1.048951,21996,22000
441,9,578,215,363,0.37197232,14106.138,2441.0,5633.0,0.43333924,426.0,1132.0,0.3763251,1186.0,1559.0,0.7607441,715.0,1718.0,2433.0,761.0,936.0,551.0,239.0,301.0,1140.0,50.0,6494.0,-1274.0,11989.101,33.0,0.0,11.235294,4.2093425,1.316609,0.9532872,0.4134948,1.6193771,21996,22005
442,4,78,33,45,0.42307693,878.94836,67.0,136.0,0.49264705,0.0,0.0,,40.0,62.0,0.6451613,92.0,122.0,214.0,51.0,51.0,35.0,50.0,10.0,191.0,5.0,174.0,-72.0,711.30005,0.0,0.0,2.2307692,2.7435896,0.65384614,0.44871795,0.64102566,0.65384614,21996,22000
445,9,573,260,313,0.4537522,16326.796,2429.0,5328.0,0.4558934,917.0,2175.0,0.4216092,558.0,717.0,0.7782427,300.0,1580.0,1880.0,991.0,512.0,476.0,184.0,190.0,668.0,9.0,6333.0,-216.0,11543.5,7.0,0.0,11.052356,3.2809772,1.7294939,0.83071554,0.32111692,0.89354277,21996,22004
446,9,583,275,308,0.4716981,11818.471,1569.0,3759.0,0.41739824,293.0,855.0,0.34269005,703.0,882.0,0.79705215,383.0,982.0,1365.0,813.0,393.0,414.0,59.0,175.0,735.0,20.0,4134.0,9.0,8017.5,4.0,0.0,7.090909,2.341338,1.3945111,0.7101201,0.101200685,0.6740995,21996,22004
448,12,716,375,341,0.52374303,17244.104,1629.0,2855.0,0.5705779,3.0,28.0,0.10714286,742.0,1386.0,0.53535354,1396.0,2316.0,3712.0,1271.0,902.0,685.0,914.0,273.0,1716.0,104.0,4003.0,885.0,14258.9,42.0,2.0,5.590782,5.1843576,1.7751397,0.9567039,1.2765363,1.2597766,21996,22007
452,10,545,290,255,0.5321101,16505.697,2964.0,6148.0,0.482108,21.0,104.0,0.20192307,1605.0,2465.0,0.6511156,1433.0,2158.0,3591.0,838.0,1157.0,369.0,477.0,600.0,1780.0,50.0,7554.0,193.0,14501.199,101.0,0.0,13.860551,6.5889907,1.5376147,0.67706424,0.87522936,2.1229358,21996,22005
456,3,148,87,61,0.5878378,2782.8584,292.0,810.0,0.36049384,174.0,528.0,0.32954547,56.0,77.0,0.72727275,40.0,349.0,389.0,168.0,120.0,54.0,20.0,18.0,267.0,4.0,814.0,120.0,1634.7999,0.0,0.0,5.5,2.6283784,1.1351352,0.36486486,0.13513513,0.8108108,21997,21999
457,4,149,61,88,0.40939596,2520.595,229.0,554.0,0.4133574,0.0,1.0,0.0,107.0,148.0,0.722973,199.0,385.0,584.0,57.0,94.0,57.0,92.0,55.0,315.0,0.0,565.0,-242.0,1704.2999,4.0,0.0,3.7919464,3.9194632,0.38255033,0.38255033,0.61744964,0.6308725,21996,21999
458,10,672,392,280,0.5833333,14500.647,1737.0,4253.0,0.40841758,493.0,1375.0,0.35854545,743.0,897.0,0.8283166,174.0,1024.0,1198.0,2507.0,1045.0,493.0,74.0,206.0,1490.0,44.0,4710.0,-251.0,10564.099,11.0,0.0,7.008929,1.7827381,3.7306547,0.73363096,0.110119045,1.5550596,21996,22005
461,8,306,122,184,0.39869282,6104.735,680.0,1545.0,0.44012946,10.0,37.0,0.27027026,293.0,372.0,0.78763443,735.0,1060.0,1795.0,302.0,276.0,151.0,76.0,77.0,726.0,12.0,1663.0,-69.0,4675.0,38.0,0.0,5.4346404,5.866013,0.9869281,0.49346405,0.24836601,0.9019608,21996,22003
462,4,160,85,75,0.53125,2780.4731,333.0,727.0,0.45804676,4.0,16.0,0.25,243.0,323.0,0.75232196,151.0,396.0,547.0,118.0,137.0,93.0,35.0,25.0,392.0,23.0,913.0,-78.0,1993.4,3.0,0.0,5.70625,3.41875,0.7375,0.58125,0.21875,0.85625,21997,22000
467,17,1231,751,480,0.6100731,44441.97,5396.0,13407.0,0.4024763,1785.0,5048.0,0.3536054,2682.0,3348.0,0.8010753,1413.0,6329.0,7742.0,10701.0,3425.0,2358.0,400.0,441.0,2271.0,911.0,15259.0,3877.0,45449.902,430.0,94.0,12.395614,6.2891955,8.692932,1.9155159,0.32493907,2.782291,21996,22012
468,10,582,357,225,0.61340207,10760.758,1213.0,2766.0,0.43853942,544.0,1357.0,0.4008843,646.0,735.0,0.87891155,240.0,972.0,1212.0,1378.0,600.0,522.0,76.0,82.0,744.0,44.0,3616.0,1122.0,8331.4,2.0,0.0,6.2130585,2.0824742,2.3676975,0.8969072,0.1305842,1.0309278,21996,22005
469,8,434,245,189,0.5645161,16214.019,2888.0,6891.0,0.41909736,534.0,1481.0,0.36056718,1473.0,1856.0,0.7936422,437.0,2053.0,2490.0,1799.0,1050.0,447.0,84.0,425.0,1099.0,7.0,7783.0,1007.0,14012.5,47.0,3.0,17.93318,5.737327,4.145161,1.029954,0.19354838,2.419355,21996,22003
511,1,21,8,13,0.3809524,427.14166,46.0,105.0,0.43809524,12.0,37.0,0.3243243,18.0,20.0,0.9,7.0,22.0,29.0,53.0,27.0,3.0,2.0,8.0,28.0,0.0,122.0,-24.0,224.3,0.0,0.0,5.8095236,1.3809524,2.5238094,0.14285715,0.0952381,1.2857143,21996,21996
671,1,22,17,5,0.77272725,153.75833,21.0,63.0,0.33333334,2.0,16.0,0.125,11.0,22.0,0.5,7.0,8.0,15.0,13.0,16.0,10.0,4.0,8.0,17.0,0.0,55.0,-29.0,118.5,0.0,0.0,2.5,0.6818182,0.59090906,0.45454547,0.18181819,0.72727275,21996,21996
672,6,327,174,153,0.5321101,4998.982,639.0,1547.0,0.41305754,368.0,923.0,0.39869988,98.0,127.0,0.77165353,92.0,528.0,620.0,266.0,151.0,96.0,70.0,47.0,390.0,9.0,1744.0,90.0,3234.0,0.0,0.0,5.3333335,1.8960245,0.81345564,0.29357797,0.21406728,0.4617737,21996,22001
673,11,573,278,295,0.4851658,12363.216,1784.0,3781.0,0.47183284,5.0,23.0,0.2173913,1018.0,1578.0,0.6451204,1262.0,1631.0,2893.0,345.0,630.0,318.0,254.0,402.0,1219.0,100.0,4591.0,-1121.0,9666.101,49.0,0.0,8.012217,5.048866,0.60209423,0.55497384,0.44328097,1.0994765,21996,22006
674,4,139,70,69,0.50359714,1151.5684,102.0,246.0,0.41463414,0.0,2.0,0.0,77.0,140.0,0.55,111.0,113.0,224.0,135.0,71.0,66.0,19.0,39.0,145.0,3.0,281.0,43.0,936.3,0.0,0.0,2.0215828,1.6115108,0.971223,0.47482014,0.13669065,0.51079136,21996,21999
676,1,22,6,16,0.27272728,273.88165,35.0,79.0,0.443038,0.0,0.0,,12.0,23.0,0.5217391,31.0,59.0,90.0,15.0,28.0,4.0,14.0,14.0,25.0,1.0,82.0,-36.0,238.5,1.0,0.0,3.7272727,4.090909,0.6818182,0.18181819,0.6363636,1.2727273,21999,21999
677,11,594,262,332,0.44107744,14257.973,1624.0,3944.0,0.4117647,216.0,678.0,0.31858408,1493.0,2003.0,0.74538195,611.0,1310.0,1921.0,866.0,701.0,492.0,92.0,344.0,1449.0,60.0,4957.0,-485.0,9612.2,8.0,0.0,8.345118,3.2340066,1.4579124,0.82828283,0.15488215,1.1801347,21996,22006
678,2,64,27,37,0.421875,437.995,56.0,147.0,0.3809524,1.0,4.0,0.25,59.0,73.0,0.8082192,39.0,64.0,103.0,16.0,31.0,5.0,5.0,8.0,71.0,2.0,172.0,-136.0,318.6,0.0,0.0,2.6875,1.609375,0.25,0.078125,0.078125,0.484375,21996,21997
679,7,405,221,184,0.54567903,8503.539,1205.0,2490.0,0.48393574,0.0,7.0,0.0,776.0,1214.0,0.6392092,790.0,1121.0,1911.0,396.0,599.0,196.0,103.0,273.0,1057.0,22.0,3186.0,-499.0,6371.2,32.0,0.0,7.866667,4.7185187,0.9777778,0.48395061,0.25432098,1.4790124,21996,22002
680,4,266,132,134,0.49624062,4457.2466,634.0,1576.0,0.40228426,1.0,13.0,0.07692308,491.0,727.0,0.67537826,217.0,503.0,720.0,219.0,352.0,84.0,83.0,212.0,450.0,25.0,1760.0,-341.0,3101.4998,0.0,0.0,6.6165414,2.7067668,0.8233083,0.31578946,0.31203008,1.3233082,21999,22002
681,4,85,42,43,0.49411765,713.75336,63.0,203.0,0.31034482,35.0,95.0,0.36842105,55.0,78.0,0.7051282,30.0,65.0,95.0,29.0,38.0,29.0,3.0,16.0,81.0,2.0,216.0,-134.0,431.50003,0.0,0.0,2.5411766,1.117647,0.34117648,0.34117648,0.03529412,0.44705883,21996,22002
682,9,578,266,312,0.4602076,14453.186,1770.0,4268.0,0.41471416,396.0,1225.0,0.3232653,1296.0,1883.0,0.6882634,552.0,1553.0,2105.0,2241.0,1116.0,586.0,121.0,293.0,1351.0,41.0,5232.0,-657.0,12124.501,33.0,2.0,9.051903,3.6418686,3.8771627,1.0138408,0.20934255,1.9307958,21996,22004
684,2,68,28,40,0.4117647,772.7833,115.0,272.0,0.4227941,5.0,12.0,0.41666666,47.0,66.0,0.7121212,57.0,104.0,161.0,20.0,66.0,11.0,18.0,32.0,147.0,0.0,282.0,-117.0,526.2,1.0,0.0,4.147059,2.3676472,0.29411766,0.16176471,0.2647059,0.9705882,21996,21998
685,8,408,171,237,0.41911766,6577.647,767.0,1601.0,0.47907558,1.0,12.0,0.083333336,271.0,433.0,0.62586606,498.0,989.0,1487.0,236.0,250.0,182.0,274.0,98.0,831.0,11.0,1806.0,-777.0,5062.4,8.0,0.0,4.4264708,3.6446078,0.57843137,0.44607842,0.67156863,0.6127451,21996,22003
686,14,939,530,409,0.56443024,25778.713,4619.0,9280.0,0.49773708,7.0,56.0,0.125,1962.0,2935.0,0.6684838,2249.0,4817.0,7066.0,1225.0,1469.0,729.0,988.0,442.0,2827.0,719.0,11207.0,273.0,25205.7,220.0,0.0,11.935038,7.525027,1.3045794,0.7763578,1.0521832,1.5644302,21996,22010
